City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
181,mersing,2.4312,103.8405,296.1,94,20,2.57,MY,1691278020
182,tucuma,-0.1833,-50.05,299.37,84,17,3.36,BR,1691278020
183,abalak,58.1286,68.5944,289.87,96,62,2.15,RU,1691278020
184,kavieng,-2.5744,150.7967,301.09,73,78,6.13,PG,1691278020
185,pontes e lacerda,-15.2261,-59.3353,301.15,31,4,1.09,BR,1691278020
186,homer,59.6425,-151.5483,291.36,81,100,4.12,US,1691278021
187,la tijera,19.9,-104.4,294.29,60,100,0.82,MX,1691278021
188,nikolskoye,59.7035,30.7861,293.04,63,100,1.88,RU,1691278022
189,bambous virieux,-20.3428,57.7575,295.29,68,75,4.12,MU,1691278022
190,vao,-22.6667,167.4833,293.06,71,46,10.47,NC,1691278022
191,arraial do cabo,-22.9661,-42.0278,294.04,89,0,5.12,BR,1691277909
192,lugovoy,42.9472,72.7644,298.1,27,49,3.2,KZ,1691278023
193,mezhdurechenskiy,59.6,65.9333,290.65,97,76,1.97,RU,1691278023
194,dikson,73.5069,80.5464,281.56,66,99,4.82,RU,1691278024
195,narsaq,60.9167,-46.05,287.27,71,0,1.52,GL,1691278024
196,beringovskiy,63.05,179.3167,281.43,98,100,9.56,RU,1691278025
197,wajima,37.4,136.9,304.53,66,40,1.54,JP,1691278025
198,kurumkan,54.3,110.3,288.76,93,100,1.95,RU,1691278025
199,kapaa,22.0752,-159.319,302.33,71,75,5.66,US,1691278025
200,faya,18.3851,42.4509,294.21,45,84,1.4,SA,1691278026
201,gat,31.61,34.7642,298.93,73,0,1.04,IL,1691277820
202,svetlogorsk,52.6333,29.7333,294.74,64,0,3.92,BY,1691278026
203,katsuura,35.1333,140.3,300.45,81,2,4.82,JP,1691278027
204,asosa,10.0667,34.5333,287.86,82,100,1.86,ET,1691278027
205,novi ligure,44.7608,8.7896,294.6,73,0,1.76,IT,1691278027
206,jand,33.4299,72.0193,304.67,60,98,4.47,PK,1691278028
207,aksha,50.2814,113.2867,288.61,94,100,2.2,RU,1691278028
208,caramay,10.1815,119.236,299.25,79,8,1.76,PH,1691278028
209,longyearbyen,78.2186,15.6401,283.06,93,75,6.69,SJ,1691278029
210,torbay,47.6666,-52.7314,288.92,86,75,4.63,CA,1691278029
211,isangel,-19.55,169.2667,296.21,83,75,2.57,VU,1691278029
212,goderich,43.7501,-81.7165,295.88,60,82,3.6,CA,1691278030
213,cabo san lucas,22.8909,-109.9124,307.93,66,40,6.17,MX,1691277936
214,zonguldak,41.25,31.8333,293.98,60,0,2.16,TR,1691278030
215,taoudenni,22.6783,-3.9836,313.78,8,7,5.11,ML,1691278031
216,andilamena,-17.0167,48.5833,287.85,89,100,5.48,MG,1691278031
217,lazaro cardenas,17.9583,-102.2,303.16,68,95,3.01,MX,1691277886
218,san patricio,28.017,-97.5169,309.36,44,34,7.3,US,1691278032
219,kruisfontein,-34.0033,24.7314,292.25,35,63,4.65,ZA,1691278032
220,egvekinot,66.3167,-179.1667,282.6,86,100,8.8,RU,1691278032
221,raga,8.4596,25.678,293.61,97,70,1.81,SS,1691278032
222,tucuman,-26.8241,-65.2226,291.15,63,0,2.06,AR,1691278033
223,plonsk,52.6235,20.3755,291.82,98,99,4.93,PL,1691278033
224,krasnik,50.9236,22.2271,293.08,83,42,3.21,PL,1691278033
225,inirida,3.8653,-67.9239,298.38,90,44,0.47,CO,1691278034
226,owando,-0.4819,15.8999,300.38,55,97,0.97,CG,1691278034
227,saint-joseph,-21.3667,55.6167,293.36,80,40,7.05,RE,1691278034
228,klaksvik,62.2266,-6.589,282.66,80,97,0.28,FO,1691278034
229,portland,45.5234,-122.6762,304.05,51,75,1.54,US,1691277757
230,dois vizinhos,-25.7336,-53.0572,290.67,61,0,1.13,BR,1691278035
231,port moresby,-9.4431,147.1797,297.8,67,94,3.92,PG,1691277803
232,cootamundra,-34.65,148.0333,282.56,85,3,5.16,AU,1691278035
233,baracoa,20.3467,-74.4958,302.68,78,65,2.44,CU,1691278035
